一级指标编码,一级指标中文名称,二级指标编码,二级指标中文名称,三级指标编码,三级指标中文名称,四级指标编码,四级指标中文名称
A02,行业指标,A0202,建筑业,A020202,建筑业企业概况,A02020201,建筑业企业单位数
A02,行业指标,A0202,建筑业,A020202,建筑业企业概况,A02020202,国有建筑业企业单位数
A02,行业指标,A0202,建筑业,A020202,建筑业企业概况,A02020203,集体建筑业企业单位数
A02,行业指标,A0202,建筑业,A020202,建筑业企业概况,A02020204,港澳台商投资建筑业企业单位数
A02,行业指标,A0202,建筑业,A020202,建筑业企业概况,A02020205,外商投资建筑业企业单位数
A02,行业指标,A0202,建筑业,A020202,建筑业企业概况,A02020206,其他建筑业企业单位数
A02,行业指标,A0202,建筑业,A020203,建筑业房屋施工面积,A0202018,建筑业房屋施工面积
A02,行业指标,A0203,农业,A020301,农林牧渔业总产值,A02030101,农林牧渔业总产值
A02,行业指标,A0203,农业,A020301,农林牧渔业总产值,A02030102,农业总产值
A02,行业指标,A0203,农业,A020301,农林牧渔业总产值,A02030103,林业总产值
A02,行业指标,A0203,农业,A020301,农林牧渔业总产值,A02030104,牧业总产值
A02,行业指标,A0203,农业,A020301,农林牧渔业总产值,A02030105,渔业总产值
A02,行业指标,A0203,农业,A020302,农林牧渔业总产值指数(上年=100),A02030201,农林牧渔业总产值指数(上年=100)
A02,行业指标,A0203,农业,A020302,农林牧渔业总产值指数(上年=100),A02030202,农业总产值指数(上年=100)
A02,行业指标,A0203,农业,A020302,农林牧渔业总产值指数(上年=100),A02030203,林业总产值指数(上年=100)
A02,行业指标,A0203,农业,A020302,农林牧渔业总产值指数(上年=100),A02030204,牧业总产值指数(上年=100)
A02,行业指标,A0203,农业,A020302,农林牧渔业总产值指数(上年=100),A02030205,渔业总产值指数(上年=100)
A02,行业指标,A0203,农业,A020303,农林牧渔业总产值指数(1952=100),A02030301,农林牧渔业总产值指数(1952=100)
A02,行业指标,A0203,农业,A020303,农林牧渔业总产值指数(1952=100),A02030302,农业总产值指数(1952=100)
A02,行业指标,A0203,农业,A020303,农林牧渔业总产值指数(1952=100),A02030303,林业总产值指数(1952=100)
A02,行业指标,A0203,农业,A020303,农林牧渔业总产值指数(1952=100),A02030304,牧业总产值指数(1952=100)
A02,行业指标,A0203,农业,A020303,农林牧渔业总产值指数(1952=100),A02030305,渔业总产值指数(1952=100)
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030401,夏收粮食产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030402,秋粮产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030403,谷物产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030404,稻谷产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030405,早稻产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030406,中稻和一季晚稻产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030407,双季晚稻产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030408,小麦产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030409,冬小麦产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030410,春小麦产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030411,玉米产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030412,谷子产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030413,高粱产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030414,其他谷物产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030415,大麦产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030416,豆类产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030417,绿豆产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030418,红小豆产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030419,大豆产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030420,薯类产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030421,马铃薯产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030422,棉花产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030423,油料产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030424,花生产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030425,油菜籽产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030426,芝麻产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030427,葵花籽产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030428,胡麻籽产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030429,糖料产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030430,麻类产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030431,黄红麻产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030432,亚麻产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030433,大麻产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030434,苎麻产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030435,甘蔗产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030436,甜菜产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030437,烟叶产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030438,烤烟产量
A02,行业指标,A0203,农业,A020304,主要农作物产品产量,A02030439,蔬菜产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030501,肉类产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030502,猪肉产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030503,牛肉产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030504,羊肉产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030505,牛奶产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030506,绵羊毛产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030507,细羊毛产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030508,半细羊毛产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030509,山羊粗毛产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030510,羊绒产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030511,禽蛋产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030512,蜂蜜产量
A02,行业指标,A0203,农业,A020305,畜产品产量,A02030513,山羊毛产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030601,水产品总产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030602,海水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030603,天然生产海水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030604,人工养殖海水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030605,鱼类海水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030606,虾蟹类海水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030607,贝类海水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030608,藻类海水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030609,其他海水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030610,淡水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030611,天然生产淡水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030612,人工养殖淡水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030613,鱼类淡水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030614,虾蟹类淡水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030615,贝类淡水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030616,其他淡水产品产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030617,捕捞产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030618,养殖产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030619,鱼类产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030620,虾蟹类产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030621,贝类产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030622,藻类产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030623,海洋捕捞产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030624,海水养殖产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030625,淡水捕捞产量
A02,行业指标,A0203,农业,A020306,水产品产量,A02030626,淡水养殖产量
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040101,铁路运输业就业人员数
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040102,公路运输业就业人员数
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040103,城市公共交通业就业人员数
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040104,水上运输业就业人员数
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040105,航空运输业就业人员数
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040106,管道运输业就业人员数
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040107,装卸搬运和其他运输服务业就业人员数
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040108,邮政业就业人员数
A02,行业指标,A0204,运输和邮电,A020401,交通运输、邮电通信业就业人员数,A02040109,电信和其他信息传输服务业就业人员数
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040201,铁路营业里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040202,铁路电气化里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040203,公路里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040204,等级公路里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040205,高速等级路公路里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040206,一级等级公路里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040207,二级等级公路里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040208,等外公路公路里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040209,内河航道里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040210,定期航班航线里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040211,国际航线线路长度
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040212,管道输油(气)里程
A02,行业指标,A0204,运输和邮电,A020402,运输线路长度,A02040213,高速等级公路里程
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040301,国家铁路营业里程
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040302,国家铁路复线里程
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040303,国家铁路复线里程占营业里程比重
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040304,国家铁路自动闭塞里程
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040305,公路里程
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040306,等级公路里程
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040307,等级公路里程比重
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040308,内河航道里程
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040309,等级航道里程
A02,行业指标,A0204,运输和邮电,A020403,运输线路质量,A02040310,等级航道里程比重
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040401,旅客运输量
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040402,铁路客运量
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040403,国家铁路客运量
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040404,地方铁路客运量
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040405,合资铁路客运量
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040406,公路客运量
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040407,水运客运量
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040408,民用航空客运量
A02,行业指标,A0204,运输和邮电,A020404,客运量,A02040409,客运量
A02,行业指标,A0204,运输和邮电,A020405,旅客周转量,A02040501,旅客周转量
A02,行业指标,A0204,运输和邮电,A020405,旅客周转量,A02040502,铁路旅客周转量
A02,行业指标,A0204,运输和邮电,A020405,旅客周转量,A02040503,国家铁路旅客周转量
A02,行业指标,A0204,运输和邮电,A020405,旅客周转量,A02040504,地方铁路旅客周转量
A02,行业指标,A0204,运输和邮电,A020405,旅客周转量,A02040505,合资铁路旅客周转量
A02,行业指标,A0204,运输和邮电,A020405,旅客周转量,A02040506,公路旅客周转量
A02,行业指标,A0204,运输和邮电,A020405,旅客周转量,A02040507,水运旅客周转量
A02,行业指标,A0204,运输和邮电,A020405,旅客周转量,A02040508,民用航空旅客周转量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040601,货物运输量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040602,铁路货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040603,国家铁路货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040604,地方铁路货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040605,合资铁路货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040606,公路货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040607,水运货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040608,远洋货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040609,民用航空货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040610,管道货运量
A02,行业指标,A0204,运输和邮电,A020406,货运量,A02040611,货运量
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040701,邮电业务总量
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040702,邮政业务总量
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040703,电信业务总量
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040704,函件数
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040705,包裹数
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040706,报刊期发数
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040707,汇票业务
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040708,集邮业务量
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040709,固定本地电话通话时长
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040710,固定电话长途通话时长
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040711,移动短信业务量
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040712,移动电话通话时长
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040713,移动电话去话通话时长
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040714,移动电话非漫游去话通话时长
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040715,移动电话国内漫游去话通话时长
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040716,移动电话国际及港澳台漫游去话通话时长
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040717,移动电话漫游国家和地区
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040718,移动电话年末用户
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040719,3G移动电话用户
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040720,固定电话年末用户
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040721,城市电话年末用户数
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040722,城市住宅电话年末用户数
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040723,农村电话年末用户数
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040724,农村住宅电话年末用户数
A02,行业指标,A0204,运输和邮电,A020407,邮电业务量,A02040725,公用电话用户
A02,行业指标,A0204,运输和邮电,A020408,快递业务量,A02040801,快递量
A02,行业指标,A0204,运输和邮电,A020408,快递业务量,A02040802,国内同城快递量
A02,行业指标,A0204,运输和邮电,A020408,快递业务量,A02040803,国内异地快递量
A02,行业指标,A0204,运输和邮电,A020408,快递业务量,A02040804,国际及港澳台快递量
A02,行业指标,A0204,运输和邮电,A020408,快递业务量,A02040805,快递业务收入
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040901,邮政业网点及邮递线路
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040902,营业网点
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040903,快递营业网点
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040904,信筒信箱数量
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040905,农村投递路线
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040906,城市投递路线
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040907,邮路总长度
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040908,航空邮路总长度
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040909,铁路邮路总长度
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040910,汽车邮路总长度
A02,行业指标,A0204,运输和邮电,A020409,邮政业网点及邮递线路,A02040911,邮政营业网点
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204103,互联网上网人数
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204104,域名数
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204105,网站数
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204106,网页数
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204107,IPv4地址数
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204108,互联网国际出口带宽
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204109,互联网宽带接入端口
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204110,互联网拨号用户
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204111,互联网宽带接入用户
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204112,城市宽带接入用户
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204113,农村宽带接入用户
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204114,移动互联网用户
A02,行业指标,A0204,运输和邮电,A020410,互联网主要指标发展情况,A0204115,移动互联网接入流量
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050101,规模以上文化及相关产业企业营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050102,规模以上文化及相关产业企业营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050103,规模以上新闻信息服务营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050104,规模以上新闻信息服务营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050105,规模以上内容创作生产营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050106,规模以上内容创作生产营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050107,规模以上创意设计服务营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050108,规模以上创意设计服务营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050109,规模以上文化传播渠道营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050110,规模以上文化传播渠道营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050111,规模以上文化投资运营营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050112,规模以上文化投资运营营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050113,规模以上文化娱乐休闲服务营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050114,规模以上文化娱乐休闲服务营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050115,规模以上文化辅助生产和中介服务营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050116,规模以上文化辅助生产和中介服务营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050117,规模以上文化装备生产营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050118,规模以上文化装备生产营业收入_累计增长
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050119,规模以上文化消费终端生产营业收入_累计值
A02,行业指标,A0205,文化,A020501,按行业分规模以上文化及相关产业企业营业收入,A02050120,规模以上文化消费终端生产营业收入_累计增长
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050201,规模以上文化制造业企业营业收入_累计值
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050202,规模以上文化制造业企业营业收入_累计增长
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050203,规模以上文化批发和零售业企业营业收入_累计值
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050204,规模以上文化批发和零售业企业营业收入_累计增长
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050205,规模以上文化服务业企业营业收入_累计值
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050206,规模以上文化服务业企业营业收入_累计增长
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050207,规模以上文化核心领域企业营业收入_累计值
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050208,规模以上文化核心领域企业营业收入_累计增长
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050209,规模以上文化相关领域企业营业收入_累计值
A02,行业指标,A0205,文化,A020502,按产业和领域分规模以上文化及相关产业企业营业收入,A02050210,规模以上文化相关领域企业营业收入_累计增长
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060101,邮电业务总量_当期值
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060102,邮电业务总量_累计值
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060103,邮电业务总量_同比增长
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060104,邮电业务总量_累计增长
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060105,邮政业务总量_当期值
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060106,邮政业务总量_累计值
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060107,邮政业务总量_同比增长
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060108,邮政业务总量_累计增长
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060109,电信业务总量_当期值
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060110,电信业务总量_累计值
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060111,电信业务总量_同比增长
A02,行业指标,A0206,运输和邮电,A020601,邮电业务总量,A02060112,电信业务总量_累计增长
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060201,软件业务收入_累计值
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060202,软件业务收入_累计增长
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060203,软件产品收入_累计值
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060204,软件产品收入_累计增长
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060205,信息技术服务收入_累计值
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060206,信息技术服务收入_累计增长
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060207,嵌入式系统软件收入_累计值
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060208,嵌入式系统软件收入_累计增长
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060209,软件业务出口_累计值
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060210,软件业务出口_累计增长
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060211,信息安全收入_累计增长
A02,行业指标,A0206,运输和邮电,A020602,软件业务收入,A02060212,信息安全收入_累计值
A02,行业指标,A0207,批发和零售业,A020701,批发和零售业情况,A02070101,批发和零售业法人企业单位数
A02,行业指标,A0207,批发和零售业,A020701,批发和零售业情况,A02070102,批发和零售业年末从业人数
A02,行业指标,A0207,批发和零售业,A020701,批发和零售业情况,A02070103,批发和零售业商品购进额
A02,行业指标,A0207,批发和零售业,A020701,批发和零售业情况,A02070104,批发和零售业进口额
A02,行业指标,A0207,批发和零售业,A020701,批发和零售业情况,A02070105,批发和零售业商品销售额
A02,行业指标,A0207,批发和零售业,A020701,批发和零售业情况,A02070106,批发和零售业出口额
A02,行业指标,A0207,批发和零售业,A020701,批发和零售业情况,A02070107,批发和零售业期末商品库存额
A02,行业指标,A0207,批发和零售业,A020702,批发和零售业情况,A02070108,批发业法人企业单位数
A02,行业指标,A0207,批发和零售业,A020702,批发和零售业情况,A02070109,批发业年末从业人数
A02,行业指标,A0207,批发和零售业,A020702,批发和零售业情况,A02070110,批发业商品购进总额
A02,行业指标,A0207,批发和零售业,A020702,批发和零售业情况,A02070111,批发业进口额
A02,行业指标,A0207,批发和零售业,A020702,批发和零售业情况,A02070112,批发业商品销售总额
A02,行业指标,A0207,批发和零售业,A020702,批发和零售业情况,A02070113,批发业出口额
A02,行业指标,A0207,批发和零售业,A020702,批发和零售业情况,A02070114,批发业商品库存总额
A02,行业指标,A0207,批发和零售业,A020703,限额以上零售业企业基本情况和商品购销存情况,A02070301,零售业法人企业单位数
A02,行业指标,A0207,批发和零售业,A020703,限额以上零售业企业基本情况和商品购销存情况,A02070302,零售业年末从业人数
A02,行业指标,A0207,批发和零售业,A020703,限额以上零售业企业基本情况和商品购销存情况,A02070303,零售业商品购进总额
A02,行业指标,A0207,批发和零售业,A020703,限额以上零售业企业基本情况和商品购销存情况,A02070304,零售业进口额
A02,行业指标,A0207,批发和零售业,A020703,限额以上零售业企业基本情况和商品购销存情况,A02070305,零售业商品销售总额
A02,行业指标,A0207,批发和零售业,A020703,限额以上零售业企业基本情况和商品购销存情况,A02070306,零售业出口额
A02,行业指标,A0207,批发和零售业,A020703,限额以上零售业企业基本情况和商品购销存情况,A02070307,零售业商品库存总额
A02,行业指标,A0207,批发和零售业,A020704,连锁零售企业,A02070401,连锁零售企业门店总数
A02,行业指标,A0207,批发和零售业,A020704,连锁零售企业,A02070402,连锁零售企业年末从业人数
A02,行业指标,A0207,批发和零售业,A020704,连锁零售企业,A02070403,连锁零售企业年末零售营业面积
A02,行业指标,A0207,批发和零售业,A020704,连锁零售企业,A02070404,连锁零售企业商品销售额
