一级指标编码,一级指标中文名称,二级指标编码,二级指标中文名称,三级指标编码,三级指标中文名称,四级指标编码,四级指标中文名称
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101007,建筑材料工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101008,森林工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101009,食品工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101010,纺织工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101011,缝纫工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101012,皮革工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101013,造纸工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101014,文教艺术用品工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0110,价格指数,A011010,按工业部门分工业生产者出厂价格指数(上年同月=100),A01101015,其它工业生产者出厂价格指数(上年同月=100)
A01,国民经济指标,A0111,各项税收,A011101,国内增值税,,
A01,国民经济指标,A0111,各项税收,A011102,营业税,,
A01,国民经济指标,A0111,各项税收,A011103,国内消费税,,
A01,国民经济指标,A0111,各项税收,A011104,关税,,
A01,国民经济指标,A0111,各项税收,A011105,个人所得税,,
A01,国民经济指标,A0111,各项税收,A011106,企业所得税,,
A01,国民经济指标,A0112,全社会固定资产投资,A011201,固定资产投资（不含农户）,A0112001,
A01,国民经济指标,A0112,全社会固定资产投资,A011202,城镇固定资产投资,A0112002,
A01,国民经济指标,A0112,全社会固定资产投资,A011203,房地产开发投资,A0112003,
A01,国民经济指标,A0112,全社会固定资产投资,A011204,房地产开发投资_比上年增长,A0112004,
A01,国民经济指标,A0112,全社会固定资产投资,A011205,固定资产投资(不含农户)_比上年增长,A0112005,
A01,国民经济指标,A0112,全社会固定资产投资,A011206,全社会固定资产投资_比上年增长,A0112006,
A01,国民经济指标,A0112,全社会固定资产投资,A011207,按登记注册类型分全社会固定资产投资,A0112007,
A01,国民经济指标,A0112,全社会固定资产投资,A011208,全社会固定资产投资,A0112008,
A01,国民经济指标,A0112,全社会固定资产投资,A011209,内资企业全社会固定资产投资,A0112009,
A01,国民经济指标,A0112,全社会固定资产投资,A011210,国有全社会固定资产投资,A0112010,
A01,国民经济指标,A0112,全社会固定资产投资,A011211,集体全社会固定资产投资,A0112011,
A01,国民经济指标,A0112,全社会固定资产投资,A011212,股份合作全社会固定资产投资,A0112012,
A01,国民经济指标,A0112,全社会固定资产投资,A011213,联营全社会固定资产投资,A0112013,
A01,国民经济指标,A0112,全社会固定资产投资,A011214,有限责任公司全社会固定资产投资,A0112014,
A01,国民经济指标,A0112,全社会固定资产投资,A011215,股份有限公司全社会固定资产投资,A0112015,
A01,国民经济指标,A0112,全社会固定资产投资,A011216,私营全社会固定资产投资,A0112016,
A01,国民经济指标,A0112,全社会固定资产投资,A011217,个体全社会固定资产投资,A0112017,
A01,国民经济指标,A0112,全社会固定资产投资,A011218,其他全社会固定资产投资,A0112018,
A01,国民经济指标,A0112,全社会固定资产投资,A011219,港、澳、台商投资全社会固定资产投资,A0112019,
A01,国民经济指标,A0112,全社会固定资产投资,A011220,外商投资全社会固定资产投资,A0112020,
A01,国民经济指标,A0113,人口和就业,A011301,年末户籍人口,,
A01,国民经济指标,A0113,人口和就业,A011302,就业人员,A01130201,就业人员
A01,国民经济指标,A0113,人口和就业,A011302,就业人员,A01130202,城镇就业人员
A01,国民经济指标,A0113,人口和就业,A011302,就业人员,A01130203,乡村就业人员
A01,国民经济指标,A0113,人口和就业,A011303,城镇登记失业人员及失业率,A01130301,城镇登记失业人数
A01,国民经济指标,A0113,人口和就业,A011303,城镇登记失业人员及失业率,A01130302,城镇登记失业率
A01,国民经济指标,A0114,失业率,A011401,失业率_当期值,,
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101001,工业出口交货值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101002,工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101003,煤炭开采和洗选业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101004,煤炭开采和洗选业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101005,石油和天然气开采业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101006,石油和天然气开采业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101007,黑色金属矿采选业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101008,黑色金属矿采选业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101009,有色金属矿采选业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101010,有色金属矿采选业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101011,非金属矿采选业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101012,非金属矿采选业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101013,其他采矿业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101014,其他采矿业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101015,农副食品加工业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101016,农副食品加工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101017,食品制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101018,食品制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101019,饮料制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101020,饮料制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101021,烟草制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101022,烟草制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101023,纺织业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101024,纺织业出口交货值_累计值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101025,纺织业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101026,纺织业出口交货值_累计增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101027,纺织服装、鞋、帽制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101028,纺织服装、鞋、帽制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101029,皮革、毛皮、羽毛(绒)及其制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101030,皮革、毛皮、羽毛(绒)及其制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101031,木材加工及木、竹、藤、棕、草制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101032,木材加工及木、竹、藤、棕、草制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101033,家具制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101034,家具制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101035,造纸及纸制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101036,造纸及纸制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101037,印刷业和记录媒介的复制出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101038,印刷业和记录媒介的复制出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101039,文教体育用品制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101040,文教体育用品制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101041,石油加工、炼焦及核燃料加工业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101042,石油加工、炼焦及核燃料加工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101043,化学原料及化学制品制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101044,化学原料及化学制品制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101045,医药制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101046,医药制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101047,化学纤维制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101048,化学纤维制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101049,橡胶制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101050,橡胶制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101051,塑料制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101052,塑料制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101053,非金属矿物制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101054,非金属矿物制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101055,黑色金属冶炼及压延加工业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101056,黑色金属冶炼及压延加工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101057,有色金属冶炼及压延加工业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101058,有色金属冶炼及压延加工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101059,金属制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101060,金属制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101061,通用设备制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101062,通用设备制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101063,专用设备制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101064,专用设备制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101065,交通运输设备制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101066,交通运输设备制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101067,电气机械及器材制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101068,电气机械及器材制造业出口交货值_累计值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101069,电气机械及器材制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101070,电气机械及器材制造业出口交货值_累计增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101071,通信设备、计算机及其他电子设备制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101072,通信设备、计算机及其他电子设备制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101073,仪器仪表及文化、办公用机械制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101074,仪器仪表及文化、办公用机械制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101075,工艺品及其他制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101076,工艺品及其他制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101077,废弃资源和废旧材料回收加工业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101078,废弃资源和废旧材料回收加工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101079,电力、热力的生产和供应业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101080,电力、热力的生产和供应业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101081,燃气生产和供应业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101082,燃气生产和供应业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101083,水的生产和供应业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101084,水的生产和供应业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101085,开采辅助活动出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101086,开采辅助活动出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101087,酒、饮料和精制茶制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101088,酒、饮料和精制茶制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101089,纺织服装、服饰业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101090,纺织服装、服饰业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101091,皮革、毛皮、羽毛及其制品和制鞋业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101092,皮革、毛皮、羽毛及其制品和制鞋业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101093,印刷和记录媒介复制业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101094,印刷和记录媒介复制业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101095,文教、工美、体育和娱乐用品制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101096,文教、工美、体育和娱乐用品制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101097,橡胶和塑料制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101098,橡胶和塑料制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101099,汽车制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101100,汽车制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101101,铁路、船舶、航空航天和其他运输设备制造业
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101102,铁路、船舶、航空航天和其他运输设备制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101103,铁路、船舶、航空航天和其他运输设备制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101104,仪器仪表制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101105,仪器仪表制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101106,其他制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101107,其他制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101108,废弃资源综合利用业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101109,废弃资源综合利用业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101110,金属制品、机械和设备修理业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101111,金属制品、机械和设备修理业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101112,开采专业及辅助性活动出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101113,开采专业及辅助性活动出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101114,木材加工和木、竹、藤、棕、草制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101115,木材加工和木、竹、藤、棕、草制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101116,造纸和纸制品业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101117,造纸和纸制品业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101118,石油、煤炭及其他燃料加工业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101119,石油、煤炭及其他燃料加工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101120,化学原料和化学制品制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101121,化学原料和化学制品制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101122,黑色金属冶炼和压延加工业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101123,黑色金属冶炼和压延加工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101124,有色金属冶炼和压延加工业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101125,有色金属冶炼和压延加工业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101126,电气机械和器材制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101127,电气机械和器材制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101128,计算机、通信和其他电子设备制造业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101129,计算机、通信和其他电子设备制造业出口交货值_同比增长
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101130,电力、热力生产和供应业出口交货值_当期值
A02,行业指标,A0201,工业,A020101,工业出口交货值,A020101131,电力、热力生产和供应业出口交货值_同比增长
A02,行业指标,A0201,工业,A020102,工业增加值,A02010201,工业增加值_同比增长
A02,行业指标,A0201,工业,A020102,工业增加值,A02010202,工业增加值_累计增长
A02,行业指标,A0201,工业,A020103,私营工业企业主要经济指标,A02010301,私营工业企业单位数
A02,行业指标,A0201,工业,A020103,私营工业企业主要经济指标,A02010302,私营工业企业亏损企业单位数
A02,行业指标,A0201,工业,A020103,私营工业企业主要经济指标,A02010303,私营工业企业实收资本
A02,行业指标,A0201,工业,A020104,按三大门类分工业增加值增长速度,A02010401,采矿业增加值_同比增长
A02,行业指标,A0201,工业,A020104,按三大门类分工业增加值增长速度,A02010402,采矿业增加值_累计增长
A02,行业指标,A0201,工业,A020104,按三大门类分工业增加值增长速度,A02010403,制造业增加值_同比增长
A02,行业指标,A0201,工业,A020104,按三大门类分工业增加值增长速度,A02010404,制造业增加值_累计增长
A02,行业指标,A0201,工业,A020104,按三大门类分工业增加值增长速度,A02010405,电力、热力、燃气及水生产和供应业增加值_同比增长
A02,行业指标,A0201,工业,A020104,按三大门类分工业增加值增长速度,A02010406,电力、热力、燃气及水生产和供应业增加值_累计增长
A02,行业指标,A0201,工业,A020105,产品销售率(按现价计算),A02010501,产品销售率(按现价计算)_当月值
A02,行业指标,A0201,工业,A020105,产品销售率(按现价计算),A02010502,产品销售率(按现价计算)_累计值
A02,行业指标,A0201,工业,A020105,产品销售率(按现价计算),A02010503,产品销售率(按现价计算)_同比增长
A02,行业指标,A0201,工业,A020105,产品销售率(按现价计算),A02010504,产品销售率(按现价计算)_累计增长
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010601,原煤产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010602,原油产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010603,天然气产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010604,原盐产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010605,精制食用植物油产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010606,成品糖产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010607,罐头产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010608,啤酒产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010609,卷烟产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010610,纱产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010611,布产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010612,机制纸及纸板产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010613,汽油产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010614,柴油产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010615,焦炭产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010616,硫酸(折100%)产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010617,烧碱(折100%)产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010618,纯碱(碳酸钠)产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010619,乙烯产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010620,合成氨产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010621,农用氮、磷、钾化肥产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010622,氮肥产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010623,磷肥产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010624,化学农药原药产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010625,初级形态的塑料产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010626,合成橡胶产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010627,合成洗涤剂产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010628,化学药品原药产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010629,中成药产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010630,化学纤维产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010631,橡胶轮胎外胎产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010632,水泥产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010633,平板玻璃产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010634,生铁产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010635,粗钢产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010636,钢材产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010637,重轨产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010638,大型型钢产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010639,中小型型钢产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010640,棒材产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010641,钢筋产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010642,线材产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010643,特厚板产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010644,厚钢板产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010645,中厚宽钢带产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010646,热轧薄宽钢带产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010647,冷轧薄宽钢带产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010648,镀层板产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010649,十种有色金属产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010650,精炼铜产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010651,原铝(电解铝)产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010652,氧化铝产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010653,发动机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010654,金属切削机床产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010655,矿山专用设备产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010656,炼油、化工生产专用设备产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010657,大中型拖拉机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010658,铁路客车产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010659,铁路货车产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010660,汽车产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010661,轿车产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010662,客车产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010663,载货汽车产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010664,摩托车整车产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010665,两轮脚踏自行车产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010666,发电机组产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010667,家用电冰箱产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010668,房间空气调节器产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010669,家用电风扇产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010670,家用吸排油烟机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010671,家用洗衣机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010672,家用吸尘器产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010673,程控交换机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010674,电话单机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010675,传真机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010676,移动通信手持机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010677,微型计算机设备产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010678,笔记本计算机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010679,显示器产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010680,集成电路产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010681,彩色电视机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010682,组合音响产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010683,照相机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010684,数码照相机产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010685,复印和胶版印制设备产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010686,发电量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010687,火电发电量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010688,水电发电量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010689,房间空调器产量
A02,行业指标,A0201,工业,A020106,工业产品产量,A02010690,微型电子计算机产量
A02,行业指标,A0202,建筑业,A020201,建筑业总产值,A02020101,建筑业总产值_累计值
A02,行业指标,A0202,建筑业,A020201,建筑业总产值,A02020102,装饰装修产值_累计值
A02,行业指标,A0202,建筑业,A020201,建筑业总产值,A02020103,在外省完成的产值_累计值
A02,行业指标,A0202,建筑业,A020201,建筑业总产值,A02020104,建筑工程产值_累计值
A02,行业指标,A0202,建筑业,A020201,建筑业总产值,A02020105,安装工程产值_累计值
A02,行业指标,A0202,建筑业,A020201,建筑业总产值,A02020106,其他产值_累计值
A02,行业指标,A0202,建筑业,A020201,建筑业总产值,A02020107,建筑业竣工产值_累计值
A02,行业指标,A0202,建筑业,A020201,建筑工程产值,A02020108,建筑工程产值
A02,行业指标,A0202,建筑业,A020201,建筑工程产值,A02020109,安装工程产值
A02,行业指标,A0202,建筑业,A020201,建筑工程产值,A02020110,其他产值
